city,state,lat,lon,population
Ajeetgarh,Rajasthan,27.41933,75.82143,15414
Parvatsar,Rajasthan,26.88604,74.76602,15405
Kachhwa,Uttar Pradesh,25.20615,82.71442,15381
Ramachandrapuran,Telangana,17.51258,78.28854,15381
Rampur,Odisha,21.07351,84.34095,15379
Sayla,Gujarat,22.54925,71.48324,15376
Seoni Chhapara,Madhya Pradesh,22.39388,79.54236,15371
Purushottampur,Odisha,19.52024,84.88514,15366
Bah,Uttar Pradesh,26.86912,78.59385,15359
Kanhirode,Kerala,11.91842,75.4645,15353
Dornakal,Telangana,17.44475,80.14905,15350
Davorlim,Goa,15.27221,73.99242,15350
Morampudi,Andhra Pradesh,16.98005,81.83715,15346
Penha de Franca,Goa,15.51705,73.83537,15342
Kanchanpur,Tripura,24.03592,92.19959,15341
Badgam,Jammu and Kashmir,34.01524,74.72074,15338
Palaiyam,Tamil Nadu,10.72561,78.13538,15336
Pappinivattom,Kerala,10.29372,76.15835,15336
Mirganj,Uttar Pradesh,28.54012,79.20817,15335
Kushalnagar,Karnataka,12.45795,75.95904,15326
Darasuram,Tamil Nadu,10.9499,79.35607,15326
Sayan,Gujarat,21.31977,72.88167,15324
Bhauri,Rajasthan,24.66094,72.91401,15312
Kathor,Gujarat,21.28854,72.9407,15311
Villukuri,Tamil Nadu,8.2226,77.37323,15304
Baonli,Rajasthan,26.32611,76.22829,15300
Bantva,Gujarat,21.48815,70.07576,15291
Chimbel,Goa,15.49261,73.87474,15289
Dalkola,West Bengal,25.87577,87.84009,15285
Srivardhan,Maharashtra,18.04592,73.01552,15279
Vilattikulam,Tamil Nadu,9.13227,78.16635,15277
Koratagere,Karnataka,13.522,77.2373,15265
Thekkumkara,Kerala,10.28194,76.21322,15258
Bommasandra Industrial Area,Karnataka,12.81774,77.68415,15254
Kudali,Kerala,11.91982,75.47218,15236
Yadagirigutta,Telangana,17.58894,78.94336,15232
Mulanur,Tamil Nadu,10.79426,77.7115,15223
Ichhawar,Madhya Pradesh,23.02816,77.01729,15221
Saram,Jharkhand,23.76254,85.83003,15212
Jugial,Punjab,32.36839,75.67819,15210
Goniana Mandi,Punjab,30.31679,74.91254,15208
Gangolli,Karnataka,13.65024,74.67072,15200
R.S. Pora,Jammu and Kashmir,32.60591,74.7334,15197
Niz-Hajo,Assam,26.24942,91.5243,15188
Kilattingal,Kerala,8.69264,76.79332,15185
Kangeyanallur,Tamil Nadu,12.95081,79.15062,15177
Buguda,Odisha,19.80806,84.79084,15176
Khapa,Maharashtra,21.42243,78.98168,15175
Petlawad,Madhya Pradesh,23.01102,74.79772,15174
Mahabalipuram,Tamil Nadu,12.62091,80.19331,15172
Ghantapada,Odisha,20.93453,85.18788,15169
Sultan Pur,Delhi,28.49555,77.16112,15160
Lormi,Chhattisgarh,22.27434,81.70181,15156
Ottakkadai,Tamil Nadu,9.95795,78.18863,15152
Korwai,Madhya Pradesh,24.11774,78.04007,15136
Kenda,West Bengal,23.1959,86.51499,15131
Pupri,Bihar,26.47079,85.70311,15129
Ayikudi,Tamil Nadu,9.00322,77.34494,15129
Karamuck,Kerala,10.48421,76.10445,15129
Shrivardhan,Maharashtra,18.05318,73.0011,15123
Saligram,Karnataka,13.49908,74.70943,15123
Garot,Madhya Pradesh,24.32342,75.65204,15122
Phek,Manipur,25.66667,94.5,15118
Sorada,Odisha,19.76082,84.42997,15117
Kizhariyur,Kerala,11.4982,75.68069,15116
Kharhial,Odisha,20.28845,82.7606,15087
Tirunageswaram,Tamil Nadu,10.96464,79.4293,15082
Naraini,Madhya Pradesh,25.19033,80.475,15077
Lalpur,Gujarat,22.19073,69.96351,15076
Amingarh,Karnataka,16.05662,75.94773,15073
Panth Piplia,Madhya Pradesh,24.19511,75.00603,15070
Usehat,Uttar Pradesh,27.79796,79.23763,15068
Alur,Tamil Nadu,8.19311,77.36428,15063
Pachperwa,Uttar Pradesh,27.51234,82.64297,15056
Sumbal,Jammu and Kashmir,34.23072,74.6472,15041
Khamaria,Madhya Pradesh,23.22558,79.88007,15019
Un,Uttar Pradesh,29.58479,77.2554,15007
Misrikh,Uttar Pradesh,27.43137,80.53157,15007
Kaveripatnam,Tamil Nadu,12.42186,78.2188,15006
Ahwa,Gujarat,20.75718,73.68626,15004
